step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,TimeLimit.truncated
105.0,52,2791.0,49.839285714285715,0.9466815743677357,52,2791.0,0.03615830174770663,52,2791.0,False
110.0,52,3051.0,50.85,1.5220400282960491,52,3051.0,0.08938010028032249,52,3051.0,False
115.0,52,3311.0,55.18333333333333,1.589173765854644,52,3311.0,0.0942379524945114,52,3311.0,False
120.0,53,3573.0,61.60344827586207,0.4821694387331456,53,3573.0,0.020310562751692195,53,3573.0,False
125.0,56,3850.0,64.16666666666667,0.8119450934740987,56,3850.0,0.03170396984596635,56,3850.0,False
130.0,56,4130.0,68.83333333333333,0.8273653976203756,56,4130.0,0.0323526362998865,56,4130.0,False
135.0,56,4410.0,73.5,0.8113472776299697,56,4410.0,0.031249734319259783,56,4410.0,False
140.0,56,4690.0,78.16666666666667,0.8426151726913372,56,4690.0,0.03323387436997644,56,4690.0,False
145.0,56,4970.0,76.46153846153847,1.8337097183946578,56,4970.0,0.0967741935483871,56,4970.0,False
150.0,56,5250.0,79.54545454545455,1.86397454850918,56,5250.0,0.1136925809762447,56,5250.0,False
155.0,58,5533.0,83.83333333333333,0.7956452019105118,58,5533.0,0.03327561975610031,58,5533.0,False
160.0,62,5839.0,88.46969696969697,0.7522535828663781,62,5839.0,0.02973897512576057,62,5839.0,False
165.0,62,6149.0,93.16666666666667,0.7680473028362236,62,6149.0,0.02973936343772205,62,6149.0,False
170.0,62,6459.0,97.86363636363636,0.7487689892791793,62,6459.0,0.028340226886286422,62,6459.0,False
175.0,62,6769.0,102.56060606060606,0.7619114568060535,62,6769.0,0.029773240557035403,62,6769.0,False
180.0,62,7079.0,108.9076923076923,0.5817678220093858,62,7079.0,0.015212313451110335,62,7079.0,False
185.0,62,7389.0,105.55714285714286,1.3465568314914673,62,7389.0,0.07342180931379409,62,7389.0,False
190.0,64,7701.0,111.6086956521739,0.5468768589806234,64,7701.0,0.028804893454320493,64,7701.0,False
195.0,66,8028.0,113.07042253521126,0.8858787457933287,66,8028.0,0.02809262233283681,66,8028.0,False
200.0,66,8358.0,119.4,0.7596465633575724,66,8358.0,0.02714539303592764,66,8358.0,False
205.0,66,8688.0,122.36619718309859,0.9753718180011265,66,8688.0,0.029411764705882353,66,8688.0,False
210.0,66,9018.0,128.82857142857142,0.7841753479649451,66,9018.0,0.0280799773083086,66,9018.0,False
215.0,66,9348.0,135.47826086956522,0.6060041841568307,66,9348.0,0.014732694743271326,66,9348.0,False
220.0,66,9678.0,127.34210526315789,1.6760878629931983,66,9678.0,0.09096465846471076,66,9678.0,False
225.0,69,10014.0,131.76315789473685,0.9308611023949501,69,10014.0,0.03856419796108013,69,10014.0,False
230.0,72,10370.0,136.44736842105263,0.7347658173009315,72,10370.0,0.025696699927760802,72,10370.0,False
235.0,72,10730.0,141.18421052631578,0.7383764676419474,72,10730.0,0.025850326041863405,72,10730.0,False
240.0,72,11090.0,149.86486486486487,0.3872228359668088,72,11090.0,0.012784461598801002,72,11090.0,False
245.0,72,11450.0,150.6578947368421,0.7882791151886257,72,11450.0,0.026186113266763372,72,11450.0,False
250.0,72,11810.0,157.46666666666667,0.5669112622193758,72,11810.0,0.012608529864531755,72,11810.0,False
255.0,72,12170.0,152.125,1.1711415769245337,72,12170.0,0.05804117612969104,72,12170.0,False
260.0,74,12533.0,158.64556962025316,0.531240309589558,74,12533.0,0.02490780481118564,74,12533.0,False
265.0,76,12913.0,161.4125,0.6488193518492148,76,12913.0,0.0368436862064939,76,12913.0,False
270.0,76,13293.0,166.1625,0.6494203785182103,76,13293.0,0.024277779204998497,76,13293.0,False
275.0,76,13673.0,173.0759493670886,0.44853178759830614,76,13673.0,0.012407654966505945,76,13673.0,False
280.0,76,14053.0,175.6625,0.6512732201866372,76,14053.0,0.024227958627127625,76,14053.0,False
285.0,76,14433.0,180.4125,0.6519141065616776,76,14433.0,0.024615796141340355,76,14433.0,False
290.0,76,14813.0,170.26436781609195,1.3510190827215758,76,14813.0,0.06635065493292142,76,14813.0,False
295.0,80,15201.0,176.75581395348837,0.9752412691203325,80,15201.0,0.04357913753713261,80,15201.0,False
300.0,82,15603.0,185.75,0.33464674807750133,82,15603.0,2.438035879415221e-05,82,15603.0,False
305.0,82,16013.0,186.19767441860466,0.6324281236115826,82,16013.0,0.022692595087126066,82,16013.0,False
310.0,82,16423.0,193.21176470588236,0.45784121690304624,82,16423.0,0.02179701963469098,82,16423.0,False
315.0,82,16833.0,195.7325581395349,0.5617213417644812,82,16833.0,0.022050802838823144,82,16833.0,False
320.0,82,17243.0,200.5,0.564133087984917,82,17243.0,0.021922568320585662,82,17243.0,False
325.0,82,17653.0,205.2674418604651,0.5965209331264013,82,17653.0,0.03488946056382658,82,17653.0,False
330.0,82,18063.0,210.03488372093022,0.5799539544801756,82,18063.0,0.02298653680104152,82,18063.0,False
335.0,82,18473.0,214.80232558139534,0.5726522743426532,82,18473.0,0.0,82,18473.0,False
340.0,82,18883.0,217.04597701149424,0.7517926830726,82,18883.0,0.023026401564792215,82,18883.0,False
345.0,82,19293.0,224.3372093023256,0.6524007005208636,82,19293.0,0.023338301862078293,82,19293.0,False
350.0,82,19703.0,229.1046511627907,0.6041771103597524,82,19703.0,0.02230872308611929,82,19703.0,False
355.0,82,20113.0,233.87209302325581,0.6151304639333747,82,20113.0,0.022337451914467264,82,20113.0,False
360.0,82,20523.0,244.32142857142858,0.3062025467979983,82,20523.0,0.011881072537584525,82,20523.0,False
365.0,82,20933.0,237.875,0.8635165564300827,82,20933.0,0.04379549210907034,82,20933.0,False
370.0,82,21343.0,242.5340909090909,0.5938933643830359,82,21343.0,0.025254102996891684,82,21343.0,False
375.0,84,21761.0,247.2840909090909,0.6659149739336363,84,21761.0,0.022673263331489564,84,21761.0,False
380.0,84,22181.0,252.0568181818182,0.6557833217492386,84,22181.0,0.022326402322506187,84,22181.0,False
385.0,84,22601.0,253.9438202247191,0.7834658038669678,84,22601.0,0.023255813953488372,84,22601.0,False
390.0,84,23021.0,264.60919540229884,0.45932682955484627,84,23021.0,0.022246213752761465,84,23021.0,False
395.0,84,23441.0,272.56976744186045,0.28294175823678896,84,23441.0,0.010471538232920762,84,23441.0,False
400.0,84,23861.0,271.14772727272725,0.5837169285307757,84,23861.0,0.022053586489512757,84,23861.0,False
405.0,84,24281.0,275.92045454545456,0.5813043490245104,84,24281.0,0.022355683801008785,84,24281.0,False
410.0,84,24701.0,277.53932584269666,0.6582394670304477,84,24701.0,0.02086220043858021,84,24701.0,False
415.0,84,25121.0,285.46590909090907,0.5523990982363848,84,25121.0,0.0217304333301705,84,25121.0,False
420.0,84,25541.0,293.57471264367814,0.40757845637715967,84,25541.0,0.021503098471195706,84,25541.0,False
425.0,84,25961.0,295.0113636363636,0.5615551915533955,84,25961.0,0.02242342486595618,84,25961.0,False
430.0,84,26381.0,299.78409090909093,0.5517580989780907,84,26381.0,0.010529496743982819,84,26381.0,False
435.0,84,26801.0,294.5164835164835,1.0275789808193694,84,26801.0,0.042561374271556436,84,26801.0,False
440.0,84,27221.0,305.85393258426967,0.6075726549976869,84,27221.0,0.033489847156164675,84,27221.0,False
445.0,86,27646.0,303.8021978021978,0.779467748002369,86,27646.0,0.022738453715220874,86,27646.0,False
450.0,86,28076.0,311.9555555555556,0.6432207081564839,86,28076.0,0.021909247663926948,86,28076.0,False
455.0,86,28506.0,320.29213483146066,0.4944211095487871,86,28506.0,0.0,86,28506.0,False
460.0,86,28936.0,321.5111111111111,0.6424651953714473,86,28936.0,0.02139762355766693,86,28936.0,False
465.0,86,29366.0,329.9550561797753,0.4692573775726971,86,29366.0,0.021866725742484206,86,29366.0,False
470.0,86,29796.0,331.06666666666666,0.5714150429115077,86,29796.0,0.021356218111689508,86,29796.0,False
475.0,86,30226.0,335.84444444444443,0.5796407276541061,86,30226.0,0.0215633502120945,86,30226.0,False
480.0,86,30656.0,348.3636363636364,0.27488237225432327,86,30656.0,0.02171998831716632,86,30656.0,False
