step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,TimeLimit.truncated,episode,terminal_observation
715.0,92,51476.0,536.2083333333334,0.5674557300651354,92,51476.0,0.020816354424783367,92,51476.0,False,,
720.0,92,51936.0,546.6947368421053,0.42264387792055114,92,51936.0,0.0,92,51936.0,False,,
725.0,92,52396.0,534.6530612244898,0.7616277421233554,92,52396.0,0.03421427509888895,92,52396.0,False,,
730.0,94,52859.0,544.9381443298969,0.43352831408975123,94,52859.0,0.010292778528796408,94,52859.0,False,,
735.0,94,53329.0,544.1734693877551,0.5863070055986191,94,53329.0,0.020161016200591835,94,53329.0,False,,
740.0,94,53799.0,554.6288659793814,0.42591742951357564,94,53799.0,0.0201326466209354,94,53799.0,False,,
745.0,94,54269.0,553.765306122449,0.5399480578593242,94,54269.0,0.020833333333333332,94,54269.0,False,,
750.0,94,54739.0,558.5612244897959,0.5201209498452057,94,54739.0,0.01967837977148784,94,54739.0,False,,
755.0,94,55209.0,569.1649484536083,0.3872040652831099,94,55209.0,0.020069141801019406,94,55209.0,False,,
760.0,94,55679.0,568.1530612244898,0.4612948736785223,94,55679.0,0.01995034034116572,94,55679.0,False,,
765.0,94,56149.0,572.9489795918367,0.4654929583936109,94,56149.0,0.019914483083137327,94,56149.0,False,,
770.0,94,56619.0,571.9090909090909,0.5937699390577346,94,56619.0,0.029418138063762783,94,56619.0,False,,
775.0,94,57089.0,582.5408163265306,0.49757033225761227,94,57089.0,0.020608103269416145,94,57089.0,False,,
780.0,94,57559.0,587.3367346938776,0.49694025255197355,94,57559.0,0.0,94,57559.0,False,,
785.0,94,58029.0,586.1515151515151,0.6257162358895106,94,58029.0,0.02036951011694266,94,58029.0,False,,
790.0,94,58499.0,596.9285714285714,0.5210886696050073,94,58499.0,0.019298673537806395,94,58499.0,False,,
795.0,94,58969.0,589.69,0.8222595635314657,94,58969.0,0.039269135771794424,94,58969.0,False,,
800.0,96,59441.0,594.41,0.5214966620626863,96,59441.0,0.019158047097956137,96,59441.0,False,,
805.0,96,59921.0,593.2772277227723,0.6744682810503765,96,59921.0,0.02040816326530612,96,59921.0,False,,
810.0,96,60401.0,604.01,0.5464140750599712,96,60401.0,0.019651583630786895,96,60401.0,False,,
815.0,96,60881.0,614.959595959596,0.39344458568196217,96,60881.0,0.009363183541457019,96,60881.0,False,,
820.0,96,61361.0,613.61,0.525907731332647,96,61361.0,0.01926390106083205,96,61361.0,False,,
825.0,96,61841.0,618.41,0.5333341117972215,96,61841.0,0.019090077784003717,96,61841.0,False,,
830.0,96,62321.0,623.21,0.5528829101909793,96,62321.0,0.019640120067308798,96,62321.0,False,,
835.0,96,62801.0,628.01,0.5407557681311297,96,62801.0,0.019557430851315963,96,62801.0,False,,
840.0,96,63281.0,645.7244897959183,0.26917158369886063,96,63281.0,0.0,96,63281.0,False,,
845.0,96,63761.0,637.61,0.5392289002150666,96,63761.0,0.019910177865408434,96,63761.0,False,,
850.0,96,64241.0,642.41,0.5337084329872761,96,64241.0,0.019807762769048796,96,64241.0,False,,
855.0,96,64721.0,647.21,0.565222191656822,96,64721.0,0.01979253469317034,96,64721.0,False,,
860.0,96,65201.0,652.01,0.5647520208420452,96,65201.0,0.019672236405184285,96,65201.0,False,,
865.0,96,65681.0,643.9313725490196,0.7707508127918107,96,65681.0,0.04,96,65681.0,False,,
870.0,96,66161.0,648.6372549019608,0.5452579371646977,96,66161.0,0.022858652986276883,96,66161.0,False,,
875.0,98,66649.0,666.49,0.2373488805852577,98,66649.0,0.019782531874436543,98,66649.0,False,,
880.0,98,67139.0,658.2254901960785,0.4623666584096659,98,67139.0,0.018975557161529846,98,67139.0,False,,
885.0,98,67629.0,663.0294117647059,0.4718165784816123,98,67629.0,0.01936667193935183,98,67629.0,False,,
