step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,TimeLimit.truncated,episode,terminal_observation
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,,,
5.0,0,0.0,0.0,12.237983223370016,0,0.0,0.8752840450920764,0,0.0,False,,
10.0,0,0.0,0.0,12.55417293272962,0,0.0,0.898662928930409,0,0.0,False,,
15.0,5,6.0,0.3333333333333333,5.686151704347727,5,6.0,0.3689657454952515,5,6.0,False,,
20.0,10,51.0,2.8333333333333335,5.571249691537769,10,51.0,0.3485887940206911,10,51.0,False,,
25.0,12,104.0,4.333333333333333,4.596397665057762,12,104.0,0.2805432244606123,12,104.0,False,,
30.0,16,180.0,8.181818181818182,2.5511660454745244,16,180.0,0.19077420878929138,16,180.0,False,,
35.0,19,270.0,10.384615384615385,1.8961046616072255,19,270.0,0.1440148547292477,19,270.0,False,,
40.0,22,376.0,11.75,3.355631541225537,22,376.0,0.2501627610393293,22,376.0,False,,
45.0,26,496.0,13.777777777777779,2.9492329805289565,26,496.0,0.22600601554711947,26,496.0,False,,
50.0,30,636.0,16.736842105263158,1.39543893495234,30,636.0,0.11022584427827867,30,636.0,False,,
55.0,36,807.0,19.214285714285715,1.7602967969440333,36,807.0,0.12601081300932906,36,807.0,False,,
60.0,37,988.0,23.523809523809526,0.12162190996364443,37,988.0,0.009592457654957713,37,988.0,False,,
65.0,42,1187.0,24.729166666666668,1.4487700510157173,42,1188.0,0.10753448139902667,42,1188.0,False,,
70.0,44,1399.0,29.145833333333332,0.12000069527942647,44,1400.0,0.008636769705800572,44,1400.0,False,,
75.0,48,1635.0,27.25,2.520697500189806,48,1636.0,0.17819751301505046,48,1636.0,False,,
80.0,50,1877.0,31.283333333333335,1.4913516927269614,50,1878.0,0.10627296043174593,50,1878.0,False,,
85.0,56,2143.0,32.46969696969697,1.248472906106221,56,2144.0,0.06260514461412338,56,2144.0,False,,
90.0,62,2444.0,37.03030303030303,0.8019190555211195,62,2445.0,0.029671004647598025,62,2445.0,False,,
95.0,64,2758.0,42.43076923076923,0.19242664181686778,64,2759.0,1.1393589301727199e-05,64,2759.0,False,,
100.0,64,3078.0,46.63636363636363,0.36977736373873826,64,3079.0,0.030029762484937363,64,3079.0,False,,
105.0,64,3398.0,51.484848484848484,0.021064593096936257,64,3399.0,0.0017930089174516529,64,3399.0,False,,
110.0,66,3727.0,51.763888888888886,1.0296779985684488,66,3728.0,0.07572479958232994,66,3728.0,False,,
115.0,66,4057.0,56.34722222222222,0.7309818677384445,66,4058.0,0.05421332653744491,66,4058.0,False,,
120.0,69,4395.0,61.041666666666664,0.025677069811353488,69,4396.0,0.0019219500279820956,69,4396.0,False,,
