sim_time,reward
40.0,-6.233127367729321
40.0,0.0
40.0,0.0
40.0,0.0
40.0,0.0
40.0,0.0
40.0,0.0
40.0,0.0
40.0,0.0
40.0,0.0
40.0,0.0
40.0,-6.335773436249491
45.0,-10.855374561777094
45.0,0.0
45.0,-4.368048609235702
45.0,0.0
45.0,-14.468604988101088
45.0,0.0
45.0,0.0
45.0,0.0
45.0,0.0
45.0,0.0
45.0,0.0
45.0,0.0
45.0,0.0
45.0,0.0
45.0,0.0
45.0,-5.6909046125831075
50.0,-8.753426923524602
50.0,0.0
50.0,-1.9112347787246087
50.0,0.0
50.0,-7.169403050397047
50.0,0.0
50.0,0.0
50.0,0.0
50.0,0.0
50.0,0.0
50.0,0.0
50.0,0.0
50.0,0.0
50.0,0.0
50.0,0.0
50.0,-8.119083343063352
55.0,2.625
55.0,0.0
55.0,-2.3546821099705983
55.0,0.0
55.0,-4.477916625561194
55.0,0.0
55.0,0.0
55.0,-1.5231187566416338
55.0,0.0
55.0,0.0
55.0,0.0
55.0,0.0
55.0,0.0
55.0,0.0
55.0,0.0
55.0,-13.291922209993967
60.0,-4.375
60.0,0.0
60.0,-12.703953580145225
60.0,0.0
60.0,-9.997907903895479
60.0,0.0
60.0,0.0
60.0,-8.706885502510705
60.0,0.0
60.0,0.0
60.0,0.0
60.0,-6.565558547679237
60.0,0.0
60.0,0.0
60.0,0.0
60.0,-4.375
65.0,-4.375
65.0,0.0
65.0,-3.8986926868859983
65.0,0.0
65.0,-8.989427046835834
65.0,0.0
65.0,0.0
65.0,-9.438497170553507
65.0,-3.8531645497307183
65.0,0.0
65.0,0.0
65.0,-12.260371936158412
65.0,0.0
65.0,0.0
65.0,0.0
65.0,-4.375
70.0,-7.736706054618573
70.0,0.0
70.0,2.6193232768331542
70.0,0.0
70.0,-11.56040384517007
70.0,0.0
70.0,0.0
70.0,-8.580724828634425
70.0,-10.559842646910951
70.0,0.0
70.0,0.0
70.0,-5.640646284213291
70.0,0.0
70.0,0.0
70.0,0.0
70.0,-4.375
75.0,-5.400910177384503
75.0,-8.209491404728034
75.0,0.0
75.0,0.0
75.0,-6.043620309755378
75.0,0.0
75.0,-4.408129472612785
75.0,-2.918262428860185
75.0,-1.3318814724218093
75.0,0.0
75.0,0.0
75.0,-6.689065016107632
75.0,0.0
75.0,0.0
75.0,0.0
75.0,-4.375
80.0,-8.340820798464119
80.0,-5.835566224423205
80.0,0.0
80.0,0.0
80.0,-18.84371376295419
80.0,0.0
80.0,-0.9296707766130581
80.0,-3.5791406660607876
80.0,-1.6328845688141875
80.0,0.0
80.0,0.0
80.0,-1.8564412066247318
80.0,-4.730005498952232
80.0,-6.196595813171006
80.0,0.0
80.0,28.983483429439367
85.0,-15.674131882679648
85.0,-2.3649568267399417
85.0,0.0
85.0,0.0
85.0,11.375
85.0,0.0
85.0,-2.9696796527830873
85.0,-15.871486032926075
85.0,-5.984188876695432
85.0,0.0
85.0,0.0
85.0,-9.809431524999628
85.0,-8.708114659044737
85.0,-9.23404078048188
85.0,-7.121297297527454
85.0,-4.231876129508445
90.0,-27.921984485185696
90.0,-2.630294068926016
90.0,-9.887914148019625
90.0,0.0
90.0,0.0
90.0,-3.544508804435992
90.0,-2.899269212502988
90.0,-15.250522585519228
90.0,-19.21456415279827
90.0,0.0
90.0,0.0
90.0,-6.677392110201194
90.0,-1.7227344599785308
90.0,-2.3804423874097456
90.0,-2.1578377843834478
90.0,-1.8521937779616593
95.0,-13.225647438116608
95.0,-7.310049932916785
95.0,-3.7990061953852177
95.0,0.0
95.0,0.0
95.0,-2.0799981065560127
95.0,-3.6376268211071725
95.0,-15.716138483947688
95.0,-10.514591815992784
95.0,0.0
95.0,0.0
95.0,-4.375244711336963
95.0,-1.5249507124302912
95.0,-2.2328902900218957
95.0,-9.469960314780476
95.0,-2.036854580882938
100.0,-10.295047260494904
100.0,-10.55667522059126
100.0,-2.048554395441897
100.0,0.0
100.0,0.0
100.0,-10.18873559343809
100.0,0.0
100.0,-6.764031508824838
100.0,-8.159400667482988
100.0,0.0
100.0,0.0
100.0,-4.375
100.0,-2.989305486949158
100.0,-10.355882367806274
100.0,-9.034529674743343
100.0,-2.3162468742544853
105.0,-10.503584435364457
105.0,-4.377102206810901
105.0,-2.466752433497456
105.0,-6.0729749480029565
105.0,0.0
105.0,-4.522283541667274
105.0,0.0
105.0,-8.853631285151188
105.0,-16.279753276170233
105.0,0.0
105.0,0.0
105.0,7.65928941508632
105.0,-13.048602787009818
105.0,-5.239680520378939
105.0,-18.936217687028684
105.0,0.0
110.0,-17.01124190396515
110.0,-4.375
110.0,-2.0083206009585393
110.0,-7.309424606222357
110.0,0.0
110.0,-3.5298911956371786
110.0,0.0
110.0,-9.149063260736874
110.0,-18.830368383121897
110.0,0.0
110.0,-6.27927319528535
110.0,-1.5227295460877937
110.0,-0.0807585362295078
110.0,-2.3719719840446487
110.0,-10.54532043053769
110.0,-5.126990233896434
115.0,-16.86245829105703
115.0,-4.375
115.0,-3.264129198698427
115.0,-7.757708371234383
115.0,0.0
115.0,-5.891798054830451
115.0,-0.48879390272777457
115.0,-8.537483720179647
115.0,-33.10284778571619
115.0,0.0
115.0,-4.824453356658333
115.0,-1.8493278987240043
115.0,0.0
115.0,-8.985472244578455
115.0,-20.73712396174137
115.0,-9.320390735054389
120.0,-11.577103806741356
120.0,-4.375
120.0,0.0
120.0,-6.593144255178051
120.0,-17.39604706152176
120.0,-11.383505500740462
120.0,-3.9795070181600796
120.0,-5.716079556406475
120.0,-18.658784722091116
120.0,0.0
120.0,-4.049412632058372
120.0,-3.235173924057742
120.0,0.0
120.0,-1.242687652818855
120.0,-18.380121423360894
120.0,-9.334027109616564
125.0,-7.118664470757357
125.0,-10.043197258096189
125.0,0.0
125.0,-13.890894742705859
125.0,-8.433314252929238
125.0,0.875
125.0,-3.479374490235932
125.0,-5.825279033416884
125.0,-25.984597280906748
125.0,0.0
125.0,-1.004080247413368
125.0,-1.3506307845236734
125.0,0.0
125.0,-2.375909077492542
125.0,-23.542445682979974
125.0,-5.606414965353908
130.0,-6.259431068086993
130.0,-9.431843015516547
130.0,-0.6884602568112328
130.0,-9.34457199025239
130.0,-4.717489820276391
130.0,0.0
130.0,-3.697049586940558
130.0,-7.765496673218932
130.0,-16.29021352226495
130.0,0.0
130.0,-11.873163594187266
130.0,-12.713736460362217
130.0,0.0
130.0,-8.098064073039508
130.0,-21.94259371588451
130.0,-12.860242760013342
135.0,-7.267946507059971
135.0,-5.775299489381721
135.0,-1.8383468546438984
135.0,-14.957050186913019
135.0,-6.629829273256467
135.0,0.0
135.0,-3.8279518299503277
135.0,-4.375
135.0,-29.483921849119007
135.0,0.0
135.0,-1.646298663530939
135.0,-8.389982124565478
135.0,0.0
135.0,-13.811174473451732
135.0,6.3095730746349314
135.0,-8.01234449242865
140.0,-15.624018053796664
140.0,-7.585359605099075
140.0,-2.776343099563382
140.0,-16.13741805721424
140.0,-17.9365278849342
140.0,0.0
140.0,-19.556679513855165
140.0,-4.375
140.0,-25.1196814986601
140.0,0.0
140.0,-6.941144541310102
140.0,-5.313184163930367
140.0,0.0
140.0,-5.845666727131885
140.0,-6.450342227797957
140.0,-12.193481427020028
145.0,-5.401918612976073
145.0,-29.76313899207473
145.0,-2.6739644560730103
145.0,-34.87629401704171
145.0,-30.409506223161983
145.0,0.0
145.0,-13.849937707990502
145.0,-4.375
145.0,65.7587280176271
145.0,0.0
145.0,-2.7446795124327767
145.0,-13.619139743922283
145.0,0.0
145.0,-9.412901594093999
145.0,-12.49319350546465
145.0,-11.816737586853518
150.0,-4.375
150.0,-23.580837533155652
150.0,-13.83376469946858
150.0,-9.141970578626925
150.0,-19.163492085915877
150.0,0.0
150.0,0.0
150.0,-4.375
150.0,-6.905935002958696
150.0,-8.692903403962864
150.0,-1.773827673913912
150.0,-10.890654685510205
150.0,0.0
150.0,-19.461749163843955
150.0,-9.835433275682346
150.0,9.882242926419712
155.0,-4.375
155.0,-8.851589788329907
155.0,-18.533857758100737
155.0,-17.49796187580712
155.0,-15.583363660913895
155.0,0.0
155.0,-4.375
155.0,-7.603820503785654
155.0,-1.0079878494247083
155.0,-7.167745300961057
155.0,-8.477081734078359
155.0,-14.777744507501403
155.0,0.0
155.0,-8.797748135471876
155.0,-4.375
155.0,-5.5281145913079115
160.0,-4.375
160.0,45.68728051275731
160.0,-12.19403251062613
160.0,-1.6333697870004942
160.0,-20.606664613200255
160.0,0.0
160.0,-4.375
160.0,-6.051083825412205
160.0,-4.397185304091421
160.0,-7.205086102556875
160.0,-12.163024490985748
160.0,-21.65882403967948
160.0,0.0
160.0,-8.75
160.0,-4.375
160.0,-10.666958357791462
165.0,-4.375
165.0,-5.3429190442967265
165.0,-15.808041064815573
165.0,-20.056695739242898
165.0,-17.931520911026745
165.0,-6.5114332529576195
165.0,-9.585005685687692
165.0,-6.484487149422057
165.0,6.124792702626596
165.0,-6.197239963262993
165.0,-4.37610967918752
165.0,-14.003320521883497
165.0,0.0
165.0,32.375
165.0,-4.375
165.0,-19.074391106688182
170.0,-4.375
170.0,-1.9307263952679943
170.0,-16.833981689913877
170.0,-8.861146021448011
170.0,-28.791623108592113
170.0,-7.077524686887594
170.0,-7.11129754136782
170.0,-5.963400013465435
170.0,0.0
170.0,-27.71472777104341
170.0,-4.375
170.0,-12.555461568575922
170.0,-4.674210969186813
170.0,0.0
170.0,-7.844459144378856
170.0,-17.71413935968219
175.0,-4.375
175.0,0.0
175.0,-35.83373206708582
175.0,-16.71353385150918
175.0,-18.251781328415454
175.0,-5.994974517822266
175.0,-5.33886130754836
175.0,-7.750565763819031
175.0,0.0
175.0,-24.64562450155144
175.0,-4.375
175.0,-8.75227589174397
175.0,-0.7463922459166525
175.0,0.0
175.0,34.0556816296652
175.0,-25.318877511092033
180.0,-5.958741321600973
180.0,0.0
180.0,-14.580468233414043
180.0,5.241938005659462
180.0,-19.8540613950463
180.0,-6.790704095673782
180.0,-5.372089830250481
180.0,-13.399979252051763
180.0,0.0
180.0,-5.497322963715767
180.0,-14.794888993221676
180.0,-8.75
180.0,-10.087046152027325
180.0,-6.0360039035324
180.0,-3.235271683894098
180.0,-42.47384251084576
185.0,-14.52386933469679
185.0,0.0
185.0,-38.912182357801804
185.0,-4.375
185.0,50.937462458467046
185.0,-31.232496588857682
185.0,19.12256092997035
185.0,-12.327615807535674
185.0,0.0
185.0,-2.863736402732318
185.0,-11.368337230529137
185.0,3.44027290689057
185.0,-7.2383144142524785
185.0,-6.735698781658948
185.0,-2.5820391725050307
185.0,-30.115369701598578
190.0,-7.70141660752202
190.0,0.0
190.0,-17.893975912764322
190.0,-10.039055727422237
190.0,-10.598845447488426
190.0,-17.74117946986101
190.0,-5.5845633509086205
190.0,-13.454324169744886
190.0,-3.3169135562997756
190.0,-2.7282816006778194
190.0,-10.576818375475705
190.0,-6.806091370712965
190.0,-17.267460670140576
190.0,-0.6085219226079062
190.0,-12.683478209448634
190.0,-22.256638232626884
195.0,-5.825476770219391
195.0,0.0
195.0,0.8747084888012315
195.0,-12.924701147984349
195.0,-15.451793305536226
195.0,-23.92857478228872
195.0,-5.999140797276045
195.0,-11.371705552306953
195.0,-2.2237979896133737
195.0,-7.231345425359903
195.0,-10.538491590484044
195.0,-6.089133536978624
195.0,-6.762859170986761
195.0,-2.3997898519271974
195.0,-0.8520067641398956
195.0,-32.87986939001012
200.0,-6.263556013419292
200.0,-9.01464846089948
200.0,-13.125
200.0,-6.906643329886718
200.0,39.436379174538885
200.0,-12.359668282083472
200.0,-7.638646865868944
200.0,73.98468549262199
200.0,-1.1301019590580808
200.0,0.0
200.0,-12.51483067784068
200.0,-11.507557378849018
200.0,-4.785408320021816
200.0,-9.139394521755566
200.0,-4.090372326038778
200.0,-29.155787229712246
205.0,-19.85264876537021
205.0,-12.311794769986781
205.0,-13.125
205.0,-7.32565624320414
205.0,-6.212628645636141
205.0,-17.405476190796648
205.0,-27.082688896406037
205.0,-13.666110183903534
205.0,-3.004008106444962
205.0,0.0
205.0,9.392287596087689
205.0,30.261855114757246
205.0,-4.375
205.0,-17.590050052370785
205.0,-4.1185698105584905
205.0,25.464523643544
210.0,-8.812410134902901
210.0,-4.133934423858648
210.0,-13.125
210.0,-7.665928915988324
210.0,-19.545745064014117
210.0,-25.673745826106853
210.0,-14.761721045091235
210.0,-8.812166709665929
210.0,-5.418282515206377
210.0,-8.562967141563028
210.0,-4.375
210.0,-1.6776310584507872
210.0,-4.375
210.0,-6.868145791230874
210.0,-8.408284036621321
210.0,-15.727136848378924
215.0,0.8748869159045589
215.0,-3.573545335838574
215.0,-13.125
215.0,-16.423496627678166
215.0,-24.99211357919817
215.0,-24.151723295089102
215.0,-16.66550626167472
215.0,-18.224094818213036
215.0,-2.119936741585846
215.0,-2.2101212220033624
215.0,-4.375
215.0,-1.0088247580919383
215.0,-5.794001016509718
215.0,-5.818864236422815
215.0,-5.652563503318902
215.0,-14.575194720877338
220.0,-11.334162093349732
220.0,-18.24380684210512
220.0,28.875
220.0,-3.5
220.0,-20.76786110678003
220.0,-19.938381718218846
220.0,27.742900262109718
220.0,-4.941806380103461
220.0,-3.9095220509037
220.0,-1.7130793908843778
220.0,-4.375
220.0,-14.458506886089655
220.0,-6.208764147525656
220.0,-15.367461799761273
220.0,-2.6415461706696064
220.0,-18.96934879486605
225.0,-9.334898226278474
225.0,-17.62568020712345
225.0,-8.75
225.0,-4.375
225.0,-10.512649875972421
225.0,31.699982186232592
225.0,-4.548726920866088
225.0,-13.918300149845894
225.0,-9.0
225.0,-8.999273045605523
225.0,7.344578954390556
225.0,-17.655732735899722
225.0,-7.314242405095138
225.0,-9.115112802568138
225.0,-3.5319998725317436
225.0,-12.646849776664752
230.0,160.6297105259262
230.0,-8.980350695096496
230.0,-8.75
230.0,-6.924360794317909
230.0,-28.31574924982228
230.0,-13.843816125861576
230.0,-15.238540129407246
230.0,-22.791835032242275
230.0,0.0
230.0,-22.249741563035112
230.0,-3.191625063530198
230.0,-20.603346186636884
230.0,-6.298240525415167
230.0,-8.75
230.0,-13.629168878403831
230.0,2.964403407579299
235.0,-2.9091248893179014
235.0,-12.076564273165118
235.0,-8.75
235.0,-14.709135225485078
235.0,-14.576954829882107
235.0,-19.913612118874237
235.0,0.0
235.0,-16.61140858037009
235.0,0.0
235.0,-7.240202314238069
235.0,-3.7717734494712225
235.0,-9.761587386415341
235.0,-4.8032909129513435
235.0,-18.497700970480217
235.0,-4.656807293452932
235.0,-10.405135917292913
240.0,-18.735312097314885
240.0,-11.501226442190818
240.0,-8.75
240.0,-8.91053201709157
240.0,-38.12413451396977
240.0,-20.121958855327485
240.0,0.0
240.0,-19.848219616292646
240.0,0.0
240.0,-10.06899913933594
240.0,-3.3941544951870988
240.0,-8.731636800360864
240.0,-4.375
240.0,-13.811850424738644
240.0,4.375
240.0,37.438934229975644
245.0,-9.786122849571205
245.0,-11.57126988437958
245.0,-8.75
245.0,-6.3307481540367
245.0,-14.246617980911429
245.0,47.96214102151357
245.0,0.0
245.0,-13.034758184594105
245.0,-6.2218056232901295
245.0,-8.64736426190939
245.0,-19.92494234042694
245.0,-21.6872034255163
245.0,-4.375
245.0,-11.482830152846875
245.0,0.0
245.0,-4.375
250.0,-2.2794787904713303
250.0,-18.77131145983205
250.0,-8.75
250.0,-12.26786024500293
250.0,-19.153038221694867
250.0,-10.489156218508345
250.0,-8.722532212117578
250.0,-16.17651210642346
250.0,-8.994493316415765
250.0,-10.902688794606362
250.0,-10.321451280939298
250.0,-15.463832926610685
250.0,-4.375
250.0,-12.315607224777343
250.0,0.0
250.0,11.375
255.0,-2.924670132552274
255.0,-19.475976846033404
255.0,-8.75
255.0,-21.29157671168535
255.0,-13.156669750112641
255.0,-6.9950725043014295
255.0,-6.163215652239696
255.0,-9.654468396981246
255.0,-5.58919554031454
255.0,-9.35742212516567
255.0,-7.30224935198477
255.0,-8.32424481809139
255.0,-4.375
255.0,1.6058645575503459
255.0,0.0
255.0,-5.582609362807327
260.0,-0.684914354301986
260.0,11.44330919523855
260.0,-8.75
260.0,-15.346762944268992
260.0,-13.125211393632629
260.0,-24.097047584960812
260.0,-8.913190915259708
260.0,41.125
260.0,-5.305724135576746
260.0,-6.849117883387951
260.0,-9.279340147692709
260.0,25.91134479376487
260.0,-4.375
260.0,-12.504396484189655
260.0,0.0
260.0,-2.3321723571512862
265.0,-22.100053375371395
265.0,-10.836937836509227
265.0,-15.43517037942505
265.0,-19.733080973452886
265.0,-13.125
265.0,0.7320088116690178
265.0,-10.172404597095989
265.0,-10.029267943322035
265.0,-18.10191420593578
265.0,-6.917022759048269
265.0,-13.138346042499068
265.0,-2.3523968914290894
265.0,-4.375
265.0,-23.04248757872867
265.0,0.0
265.0,-1.528865850088188
270.0,-5.752434280859404
270.0,-17.109786384254154
270.0,-10.535493340739048
270.0,-11.716726259322428
270.0,66.7945151558881
270.0,0.0
270.0,-7.138703672244867
270.0,-5.3935757273575256
270.0,-21.62889926342653
270.0,-12.019677083941577
270.0,-12.769455576688054
270.0,-0.3164446366718039
270.0,-6.903457027417607
270.0,-16.79541809630473
270.0,0.0
270.0,-1.5910290626809012
275.0,-1.360361169441605
275.0,-8.75
275.0,-9.809456436429173
275.0,-12.398066790914159
275.0,-12.154481571759646
275.0,0.0
275.0,-27.63949127963521
275.0,-10.381933522270991
275.0,-8.760830723820995
275.0,-11.342739700247725
275.0,-22.0250932103754
275.0,0.0
275.0,-14.345679334225133
275.0,57.106648592540914
275.0,0.0
275.0,-9.432468186363774
280.0,-0.8039740728912879
280.0,-8.75
280.0,-11.384164710149532
280.0,-21.582521344231345
280.0,33.005203548585996
280.0,0.0
280.0,-23.715642780950958
280.0,-16.52534184871512
280.0,-8.75
280.0,-16.398777538253086
280.0,-15.058106045356542
280.0,-5.080865781358443
280.0,-16.207910533411244
280.0,-6.209358636295675
280.0,0.0
280.0,-8.578265726085734
285.0,-1.4794672279618695
285.0,-8.75
285.0,-23.316531751317818
285.0,-26.570764223190597
285.0,-5.775420318404214
285.0,-6.477958513537125
285.0,-20.784123312095744
285.0,-18.21866287102513
285.0,7.0
285.0,-16.06474099552546
285.0,-8.75
285.0,-8.031947292766088
285.0,-14.400258598811455
285.0,-4.375102424736921
285.0,0.0
285.0,-17.728265697546973
290.0,-19.790421652577876
290.0,-8.75
290.0,-13.163941120037446
290.0,-17.798613265804207
290.0,-18.144554955254307
290.0,-1.8182252287864689
290.0,-5.155862756026908
290.0,41.180021111656224
290.0,-4.375
290.0,-14.22311480792705
290.0,4.375
290.0,-1.070338365272617
290.0,-15.85334084294848
290.0,-4.375
290.0,0.0
290.0,-26.318977482291544
295.0,-11.241825243221204
295.0,-8.75
295.0,-13.125121750007844
295.0,-9.451139298680573
295.0,-25.724265305354415
295.0,-2.119898600596933
295.0,-10.253211162053052
295.0,-25.238490231643553
295.0,-4.375
295.0,-13.833216653577985
295.0,-9.724192745045283
295.0,-3.4470296437386434
295.0,72.12147323993779
295.0,-4.375
295.0,-2.5810150199496977
295.0,-14.436742684653963
300.0,-12.200002435990605
300.0,-8.75
300.0,-9.530021219979972
300.0,-17.350907158740416
300.0,-3.544185082263888
300.0,-3.950352119493731
300.0,29.259619986465196
300.0,-6.095102370068518
300.0,-4.375
300.0,-35.411288382398524
300.0,-6.660193979949689
300.0,-2.5433720777805515
300.0,-15.506120376175437
300.0,-4.375
300.0,-2.1814941153628755
300.0,-10.508237331057904
305.0,-19.258945313445025
305.0,-8.75
305.0,-13.40759241536085
305.0,-5.5580104929859715
305.0,-4.375
305.0,-13.667254036980836
305.0,-5.628115655418647
305.0,-12.972135258595145
305.0,-8.768118391834228
305.0,-19.46496488508904
305.0,-5.932153155328704
305.0,-7.782945156702704
305.0,-14.026911430117414
305.0,22.75
305.0,-1.4673786129802444
305.0,-36.39409002745129
310.0,-8.703909137425944
310.0,70.875
310.0,204.62688828688553
310.0,-14.602876953150478
310.0,-4.375
310.0,0.875
310.0,-6.6213496155590095
310.0,-12.562234337412344
310.0,-11.535714200930673
310.0,-22.42588457212243
310.0,-8.327180528341424
310.0,-2.5568155284039715
310.0,-24.635607161103472
310.0,0.0
310.0,-7.409014907312702
310.0,-35.78450388130932
315.0,-27.400638845771287
315.0,-4.375
315.0,-2.655314807360991
315.0,-20.72402173292699
315.0,-4.375
315.0,0.0
315.0,-8.71130671056453
315.0,-18.12386003074628
315.0,29.114781583636066
315.0,-24.258756717077112
315.0,-18.299166696402317
315.0,-10.197942554205653
315.0,-7.875
315.0,-7.695632858038881
315.0,-2.547074987064118
315.0,-24.10800467919283
320.0,-14.820983741808892
320.0,-4.375
320.0,-2.690365022886546
320.0,-25.45592973646455
320.0,-4.375
320.0,0.0
320.0,-7.0902221702556485
320.0,-12.348714195634237
320.0,-4.407227847002822
320.0,-31.030744916087077
320.0,59.5
320.0,-6.206206914853558
320.0,-8.75
320.0,-6.200820471794769
320.0,-12.873975537178556
320.0,-17.14965892733708
325.0,-34.268275614032724
325.0,-4.375
325.0,-0.49496568050235545
325.0,-17.676519048403925
325.0,-4.375
325.0,0.0
325.0,-7.100785393593828
325.0,-9.650917401467451
325.0,-7.0972946184959955
325.0,-28.911254085557232
325.0,0.0
325.0,-14.986156518036317
325.0,32.98411096564428
325.0,-12.567569374625556
325.0,-10.115247791397847
325.0,-16.640414703952626
330.0,-30.49692760605948
330.0,-4.375
330.0,-3.391276909201406
330.0,-19.291409591655245
330.0,-4.375
330.0,0.0
330.0,-10.479342445475618
330.0,-19.28415262456642
330.0,-14.387792234287343
330.0,-0.309735192752969
330.0,0.0
330.0,-6.2012969025021745
330.0,0.0
330.0,-13.845684420249999
330.0,-18.452937693498374
330.0,-35.0415460709512
335.0,-16.136783578979546
335.0,-9.293298521509639
335.0,-9.032448035042675
335.0,-28.731479883086607
335.0,-4.375
335.0,-4.210734387774073
335.0,-31.226775596045453
335.0,-12.21800141094583
335.0,-26.523612810184872
335.0,-18.335707042093155
335.0,0.0
335.0,-9.687287126929895
335.0,-10.90343156622257
335.0,-14.554236053371739
335.0,-5.89668939536203
335.0,-17.513563581402202
340.0,48.613394931854614
340.0,-6.503776952670888
340.0,-3.2905988974962384
340.0,8.664262026870613
340.0,-4.375
340.0,-8.67345105309505
340.0,-6.003883333606881
340.0,-22.829922010459264
340.0,-4.885719125135802
340.0,-39.823876109384216
340.0,0.0
340.0,-7.5641615749802416
340.0,-9.853994047720501
340.0,-11.538875341427723
340.0,-6.48951300427629
340.0,-17.5
345.0,-6.867588753649031
345.0,-9.261300772286093
345.0,-2.2431343350326642
345.0,-13.260574479633943
345.0,-4.375
345.0,-5.237461917654516
345.0,-5.7571523031219805
345.0,-11.10884057013318
345.0,-12.419246277742259
345.0,-22.668782781598694
345.0,0.0
345.0,-11.136663340591667
345.0,-6.9187276238384126
345.0,-8.679248604280966
345.0,-5.604779307498294
345.0,-17.5
350.0,-14.534146027880412
350.0,-12.890395174863773
350.0,-1.6737944792257657
350.0,-16.779903990038804
350.0,-4.375
350.0,-5.232498324546031
350.0,-17.404259021222465
350.0,-11.740748633247028
350.0,-25.479092979790124
350.0,-32.04931616129876
350.0,0.0
350.0,-9.747044048509284
350.0,-4.311926879594106
350.0,-9.64747141886917
350.0,-4.375
350.0,-20.7821789578363
355.0,-11.180144652193222
355.0,-18.71780697823904
355.0,-12.550722990304243
355.0,-31.550688397076236
355.0,-9.601809377106838
355.0,-1.1612769411764159
355.0,11.663378254763472
355.0,-21.90991908937158
355.0,-10.374528665469835
355.0,-26.42079210912832
355.0,0.0
355.0,-12.428253886615858
355.0,-15.141961421568325
355.0,-6.344719556283889
355.0,-4.375
355.0,96.63414129508318
360.0,23.62324901754197
360.0,-20.707011512548682
360.0,-4.196728093871834
360.0,-31.98084840970711
360.0,-9.869476548046325
360.0,-9.0
360.0,0.0
360.0,-12.373232486614125
360.0,-8.750322015753753
360.0,-25.703575431790078
360.0,-7.969975513140341
360.0,-22.387432604206687
360.0,-13.560536792562631
360.0,-4.375
360.0,-10.236746929289174
360.0,-6.4146719499258325
365.0,-15.159819852584043
365.0,-20.022880267464743
365.0,-4.3751320898374
365.0,-19.372539948854723
365.0,-10.015646730723876
365.0,0.0
365.0,0.0
365.0,-13.12525107694596
365.0,2.625
365.0,222.97253397413473
365.0,-3.9182711859143353
365.0,-12.818296907878938
365.0,-0.5200466075206363
365.0,-4.375
365.0,-10.994972476228671
365.0,-7.100682566454632
370.0,-8.73939933586791
370.0,-33.06497807420724
370.0,-4.375
370.0,-20.894286754168572
370.0,-13.51204948990084
370.0,0.0
370.0,0.0
370.0,-13.125
370.0,-18.069647800093094
370.0,-20.168718584603965
370.0,-5.510236466792415
370.0,-23.354600924679332
370.0,0.0
370.0,12.25
370.0,-8.032834395463581
370.0,-5.462531317328104
375.0,-6.700978895393201
375.0,93.091630043212
375.0,-4.375
375.0,-30.133401644802586
375.0,-22.798904591074706
375.0,0.0
375.0,0.0
375.0,42.875
375.0,3.4596354738696284
375.0,-16.17443608136901
375.0,-12.01722374208458
375.0,-16.006437265570796
375.0,-4.169341573321431
375.0,0.0
375.0,-9.258563494216647
375.0,36.75
380.0,-6.373558267275804
380.0,-21.845386909997504
380.0,11.021913025948336
380.0,-28.391856100149067
380.0,-20.26511155411297
380.0,0.0
380.0,0.0
380.0,-4.375
380.0,-9.158879423909816
380.0,19.563608697453763
380.0,-11.247447889431143
380.0,-32.47239843398989
380.0,-6.46269515263848
380.0,0.0
380.0,-7.359195463731885
380.0,0.0
385.0,-26.846242245071494
385.0,19.769958389808085
