sim_time,arrived,tyre_pm
61263,1,3.730759903
61264,0,3.507024738
61265,2,8.326048439
61266,1,11.98139011
61267,0,16.47473752
61268,3,20.44933591
61269,1,16.81854077
61270,0,10.79041939
61271,1,12.7564028
61272,1,12.71316696
61273,0,11.69103538
61274,0,21.92821504
61275,2,32.40477572
61276,0,44.52198409
61277,1,48.36126521
61278,1,34.85802994
61279,0,26.16721826
61280,1,26.36702361
61281,1,20.87028249
61282,0,28.20020402
61283,1,28.80274822
61284,1,30.54764041
61285,1,27.23592449
61286,1,20.04128889
61287,0,17.60868767
61288,1,16.27637372
61289,1,18.34892355
61290,0,18.53439085
61291,0,16.8157638
61292,4,21.22772826
61293,0,26.55732196
61294,2,18.61318216
61295,0,8.91660897
61296,0,7.857101436
61297,0,6.782969839
61298,0,6.769332398
61299,0,5.787579505
61300,0,5.12018632
61301,0,10.05423477
61302,0,15.43643634
61303,0,14.09844276
61304,0,6.658577986
61305,0,2.482421748
61306,0,4.594446159
61307,0,4.258089872
61308,0,9.28569301
61309,0,8.47208969
61310,0,13.76427765
61311,0,16.84157924
61312,0,18.60646444
61313,0,17.07372686
61314,0,17.66937504
61315,0,19.49167392
61316,0,26.58801742
61317,0,22.16387038
61318,0,28.02885057
61319,0,33.67335477
61320,0,38.43850668
61321,0,38.95370821
61322,0,28.69980333
61323,0,27.34389394
61324,0,26.96393591
61325,2,29.68569269
61326,1,27.86639584
61327,1,41.39060399
61328,1,43.15226816
61329,1,46.86385405
61330,0,44.14442643
61331,0,32.83481903
61332,2,25.51971593
61333,2,27.15427864
61334,0,34.08083607
61335,0,28.62303902
61336,1,32.72449061
61337,1,25.55680299
61338,2,23.43519404
61339,1,23.424175
61340,1,22.8230402
61341,0,20.40555072
61342,2,22.02799737
61343,0,16.65135888
61344,1,13.54888757
61345,1,12.54194375
61346,1,10.81885754
61347,1,13.05452081
61348,2,14.95754992
61349,0,18.03879285
61350,1,16.85064159
61351,2,18.60105375
61352,1,18.24169385
61353,1,19.35050167
61354,0,20.01484592
61355,1,21.6657439
61356,2,19.9374934
61357,1,26.76186516
61358,0,19.34220489
61359,1,12.15580491
61360,1,13.23784981
61361,1,17.63629758
61362,1,25.16417334
61363,2,30.59526669
61364,1,37.61587548
61365,0,34.87424337
61366,0,36.72883742
61367,1,25.95392262
61368,2,23.94337438
61369,0,20.01146546
61370,1,19.95887865
61371,1,18.51572868
61372,0,17.03272817
61373,1,19.57947955
61374,1,23.48044015
61375,0,29.05828964
61376,1,30.13187805
61377,2,20.21467406
61378,0,17.67526474
61379,2,17.82338287
61380,0,11.67669354
61381,1,10.37885326
61382,0,9.90265089
61383,1,12.3416165
61384,0,16.89309428
61385,0,18.22091745
61386,0,13.93371737
61387,0,4.622810914
61388,0,3.316515113
61389,0,2.970150215
61390,0,2.391282517
61391,0,2.247370975
61392,0,6.692161549
61393,0,14.1616437
61394,0,14.76835237
61395,0,9.57129209
61396,0,1.397635722
61397,0,5.008359368
61398,1,8.649214605
61399,1,5.544933934
61400,1,10.99492444
61401,0,14.78958051
61402,0,25.77393031
61403,1,28.64326849
61404,0,25.31481848
61405,0,20.00604295
61406,0,22.28001004
61407,0,23.88004817
61408,0,23.49352422
61409,0,30.76594388
61410,0,34.2339803
61411,1,43.90593907
61412,0,46.83690857
61413,2,44.37200581
61414,1,31.71933489
61415,0,36.2134704
61416,0,28.35261892
61417,2,34.15465306
61418,0,28.50772252
61419,1,33.60203767
61420,2,40.30086557
61421,2,39.68946129
61422,1,48.09065746
61423,1,42.13369519
61424,0,41.06877532
61425,2,31.06029241
61426,0,18.85716265
61427,1,15.34252489
61428,1,11.67183727
61429,1,12.00242435
61430,2,5.012500112
61431,0,5.884192107
61432,1,7.603430467
61433,1,5.102741311
61434,2,6.080534251
61435,0,5.969600731
61436,1,2.949665793
61437,2,10.1296846
61438,0,18.66385736
61439,1,19.8093784
61440,0,17.30672462
61441,1,14.56458241
61442,1,9.018792254
61443,2,9.909739893
61444,2,14.17887614
61445,1,15.18474643
61446,0,14.32787087
61447,0,24.82508812
61448,1,33.73171455
61449,0,36.72182776
61450,0,23.44882382
61451,1,25.95132988
61452,0,16.31492591
61453,1,20.08156274
61454,1,18.95882702
61455,0,22.97846618
61456,0,33.10968206
61457,2,35.11862042
61458,0,26.33914681
61459,1,21.15707516
61460,1,18.74010288
61461,1,17.07115255
61462,0,17.28305921
61463,1,15.40075545
61464,1,12.03227911
61465,0,18.12306894
61466,0,21.05877987
61467,0,20.85385253
61468,0,15.71445808
61469,0,6.952455014
61470,1,5.292007739
61471,0,4.78848375
61472,0,3.389871234
61473,3,2.94237047
61474,0,6.399057832
61475,0,12.96397126
61476,0,15.54316667
61477,0,9.136859271
61478,0,3.900817259
61479,0,1.184637341
61480,0,0.294716312
61481,0,1.090671829
61482,0,1.072710868
61483,0,9.744414551
61484,0,15.74394302
61485,0,23.70999809
61486,0,21.91865946
61487,0,17.67737468
61488,0,18.13402116
61489,0,19.28289785
61490,0,20.71859257
61491,0,19.64950004
61492,0,26.25029105
61493,0,32.07941348
61494,0,44.33500957
61495,0,48.67991384
61496,1,44.84585424
61497,1,39.04471581
61498,0,28.79083325
61499,0,36.92568539
61500,2,27.10867086
61501,1,28.95222448
61502,0,37.16056548
61503,0,46.30861811
61504,0,44.71185206
61505,2,35.87406118
61506,1,31.37221537
61507,3,33.66343671
61508,0,24.51695382
61509,1,26.71984461
61510,1,25.56115889
61511,1,18.06194241
61512,2,19.85840995
61513,0,17.59079858
61514,2,16.08042089
61515,0,15.42317495
61516,2,14.06850663
61517,0,11.32362084
61518,1,7.687193933
61519,1,6.339066413
61520,1,7.129392003
61521,0,11.55336269
61522,2,9.935167539
61523,1,12.1695989
61524,2,18.39504434
61525,1,20.61249731
61526,1,25.0026089
61527,0,21.97760538
61528,1,17.95218886
61529,0,25.77390853
61530,0,37.542622
61531,2,36.93807438
61532,1,29.04309411
61533,1,22.69829679
61534,0,24.82479162
61535,2,23.42446822
61536,0,25.49010566
61537,1,23.48777764
61538,0,26.75067818
61539,1,24.93881688
61540,0,30.86355432
61541,2,29.62704288
61542,0,26.98713647
61543,2,21.24988423
61544,0,17.92330064
61545,0,17.09247889
61546,0,16.34201622
61547,1,19.34160914
61548,2,26.93402024
61549,2,25.58346997
61550,1,16.2831531
61551,0,14.17786738
61552,0,8.35443404
61553,2,10.91241792
61554,0,3.955071609
61555,0,4.438354852
61556,0,2.391275556
61557,0,9.403294071
61558,0,17.03517614
61559,0,17.40249818
61560,0,14.6334574
61561,0,7.328574303
61562,0,3.75634643
61563,0,3.816570279
61564,0,2.297705814
61565,0,8.272298691
61566,0,16.81826037
61567,0,27.71062895
61568,0,30.31747592
61569,0,21.25325713
61570,0,12.74549927
61571,0,7.841329485
61572,0,7.107742424
61573,0,10.08753654
61574,0,21.26392173
61575,0,25.23020355
61576,0,32.33983
61577,0,31.83110754
61578,0,25.94359402
61579,0,17.63486277
61580,0,23.96129674
61581,0,24.70421508
61582,1,27.04258512
61583,1,25.11019913
61584,1,25.07097104
61585,1,33.14714367
61586,1,44.5917569
61587,0,43.11178368
61588,0,36.28824213
61589,0,30.77667172
61590,1,25.9594909
61591,2,26.45151345
61592,0,27.00754221
61593,1,27.18149186
61594,1,35.03932538
61595,1,35.19346348
61596,1,28.80616881
61597,1,27.9733614
61598,2,26.3076085
61599,0,23.25023536
61600,1,21.31186347
61601,3,23.55990945
61602,0,26.75601978
61603,1,21.40647239
61604,1,15.49594134
61605,1,6.982167546
61606,2,5.583063223
61607,0,7.847671618
61608,2,4.606468954
61609,1,5.227608562
61610,2,8.064552116
61611,0,14.67588753
61612,0,20.71037739
61613,1,23.83677114
61614,2,23.69252956
61615,0,18.96993974
61616,2,15.94431458
61617,0,21.33102275
61618,1,17.26456759
61619,0,17.19639032
61620,1,28.89656305
61621,0,30.51907011
61622,2,34.2777805
61623,0,34.23851878
61624,0,34.70950785
61625,2,18.52999013
61626,0,19.86012225
61627,1,18.4778616
61628,0,14.69155755
61629,1,16.18805767
61630,0,23.85289796
61631,0,30.66508006
61632,0,33.65021383
61633,1,27.12102415
61634,1,18.82913033
61635,2,12.00823866
61636,1,7.266563407
61637,1,8.798440416
61638,0,8.359045482
61639,2,14.23590472
61640,0,19.9046055
61641,0,18.08312178
61642,0,11.87279941
61643,0,4.236738521
61644,0,1.102252518
61645,0,1.37158355
61646,0,2.908536922
61647,0,1.655484158
61648,1,3.37288948
61649,1,7.495538719
61650,1,13.812305
61651,0,14.20343812
61652,0,5.333275088
61653,0,2.718250096
61654,1,0.102137031
61655,0,3.331252155
61656,0,6.362850792
61657,0,4.272990052
61658,0,11.17051791
61659,0,20.70373114
61660,0,33.80276968
61661,0,28.38514055
61662,0,15.85982572
61663,0,20.12598627
61664,0,22.96443469
61665,0,20.392345
61666,0,27.59307931
61667,0,35.57767317
61668,0,35.48601426
61669,2,39.69946516
61670,0,34.84876156
61671,1,29.8317359
61672,0,30.71543259
61673,0,35.43504897
61674,0,35.08721094
61675,1,36.69816382
61676,0,42.48296996
61677,3,49.30170979
61678,0,44.29611353
61679,1,24.41468926
61680,1,29.08078879
61681,3,22.77839877
61682,0,19.71911459
61683,1,25.35333559
61684,0,24.45906924
61685,2,20.08819654
61686,1,16.8190455
61687,2,15.96624452
61688,1,12.31138841
61689,0,10.12064335
61690,0,12.06151334
61691,2,7.194087318
61692,2,3.805535445
61693,0,4.022053627
61694,1,4.343729894
61695,0,7.663288811
61696,2,8.083034076
61697,0,15.7382655
61698,2,23.09739293
61699,2,23.38953935
61700,1,15.05000245
61701,0,12.54819724
61702,2,19.2781923
61703,2,21.26742315
61704,2,24.50519778
61705,0,32.23045931
61706,1,34.92413837
61707,0,31.06110185
61708,0,27.44293937
61709,0,24.46141108
61710,1,22.19198878
61711,1,19.30873866
61712,0,15.22641046
61713,0,18.47390088
61714,2,21.58825719
61715,0,27.52752021
61716,1,26.15178265
61717,0,22.79312958
61718,0,18.56683723
61719,1,17.91651649
61720,2,17.01124643
61721,2,19.41786133
61722,0,18.70018998
61723,1,26.0796399
61724,1,23.93340781
61725,1,13.91220689
61726,0,6.211996113
61727,0,3.511122733
61728,0,2.696219553
61729,0,3.083633553
61730,0,3.692766983
61731,0,2.938815778
61732,0,9.469786184
61733,0,16.63340205
61734,0,15.14265684
61735,0,5.946766787
61736,0,1.712387548
61737,0,1.96705302
61738,0,5.833178217
61739,0,6.944656246
61740,0,11.50924851
61741,0,16.82020412
61742,0,24.10888854
61743,0,22.59768464
61744,0,13.03684828
61745,0,15.49765432
61746,0,16.13672604
61747,0,20.33582242
61748,0,27.79377382
61749,0,36.0388534
61750,0,41.42272097
61751,0,41.82187515
61752,0,35.24857646
61753,0,29.42094857
61754,0,27.27007987
61755,1,25.59291222
61756,1,25.30731779
61757,1,30.71539901
61758,1,30.30567047
61759,1,41.10856985
61760,0,43.88520163
61761,0,45.51705381
61762,1,29.75954135
61763,0,29.52558876
61764,2,26.86553781
61765,1,29.01428894
61766,1,30.62796552
61767,2,27.90041936
61768,0,22.42959257
61769,2,22.82191897
61770,1,23.27689102
61771,1,21.16277148
61772,1,20.35127786
61773,0,18.69595391
61774,0,16.36981236
61775,2,10.82561863
61776,2,11.91524371
61777,0,7.855266557
61778,2,4.67420122
61779,1,8.481420017
61780,3,12.72715257
61781,1,16.4355424
61782,0,24.38519794
61783,2,29.42659461
61784,0,24.49306249
61785,0,17.41685942
61786,3,8.599943205
61787,1,11.62926089
61788,1,22.97136059
61789,0,32.33283314
61790,0,23.83640699
61791,0,28.08296807
61792,3,27.84857731
61793,0,30.69125456
61794,1,25.34333674
61795,0,31.48271847
61796,0,30.06586642
61797,0,36.51161143
61798,1,31.49641028
61799,0,20.08752902
61800,1,16.28574168
61801,1,18.76745836
61802,1,13.74891788
61803,1,14.93233889
61804,1,16.47029978
61805,0,23.89828068
61806,1,28.64868235
61807,1,26.14014077
61808,1,17.55523305
61809,2,13.99620194
61810,1,11.71987835
61811,0,9.757806369
61812,1,12.14276332
61813,0,8.310676033
61814,0,8.068132444
61815,0,11.63369011
61816,0,18.16503058
61817,0,17.48167129
61818,0,10.85495288
61819,0,2.583027849
61820,0,1.73887242
