sim_time,arrived_num,tyre_pm,stopped,total_wait,avg_wait,avg_speed
1.0,0,0,0,0,0.0,0.0
2.0,0,0.0,0,0.0,0.0,14.581027500000001
3.0,0,1.559892150876113,0,0.0,0.0,13.373695553606396
4.0,0,1.1750018507707871,0,0.0,0.0,13.426295517555767
5.0,0,1.5362074450700511,0,0.0,0.0,13.797890970626833
6.0,0,1.3317573346885592,0,0.0,0.0,13.888901752989687
7.0,0,1.8615074156374956,0,0.0,0.0,13.88675234325445
8.0,0,1.4770496795243844,0,0.0,0.0,13.178057609762726
9.0,0,3.3101250561652726,0,0.0,0.0,13.135984723995168
10.0,0,3.672290528845041,0,0.0,0.0,13.79001383920002
11.0,0,3.7120673184780557,0,0.0,0.0,13.46317269550336
12.0,0,4.546181947390604,0,0.0,0.0,13.519964229815033
13.0,0,6.8175099837826565,0,0.0,0.0,12.96821151004424
14.0,0,9.34596614006408,0,0.0,0.0,12.406201863986297
15.0,0,5.117275246653518,0,0.0,0.0,12.112245126046638
16.0,0,6.978451991534735,1,1.0,0.1111111111111111,11.56843093612965
17.0,0,6.625046619377562,1,2.0,0.2222222222222222,10.99606210485674
18.0,0,8.741204424223218,1,3.0,0.3333333333333333,10.302116519145779
19.0,0,10.71598162151018,1,4.0,0.4444444444444444,9.639879966508833
20.0,0,9.688818085121806,1,5.0,0.5555555555555556,8.602717106841025
21.0,0,7.814978226404167,1,6.0,0.6666666666666666,7.939782200485663
22.0,0,11.495955061100142,2,8.0,0.8,7.763398844764913
23.0,0,10.174767697284306,4,12.0,1.0909090909090908,7.512943613669532
24.0,0,12.187878997809397,4,16.0,1.3333333333333333,7.128582523072698
25.0,0,8.409211070954209,5,21.0,1.75,6.498758582423586
26.0,0,3.967483704443229,5,26.0,2.0,7.13937246480096
27.0,0,2.8070426927075594,5,31.0,2.3846153846153846,7.1110510798032305
28.0,0,3.481140914064741,6,37.0,2.8461538461538463,7.041465340886929
29.0,0,3.0824135217423754,6,43.0,3.3076923076923075,7.003157226460437
30.0,0,2.163211958701022,6,49.0,3.2666666666666666,7.995330268126681
31.0,0,2.825253994082152,6,55.0,3.6666666666666665,7.978802729900442
32.0,1,3.815859835314097,6,61.0,4.357142857142857,7.329484910950174
33.0,0,5.86285265754322,6,67.0,4.1875,7.793379620549843
34.0,0,9.308135287684857,6,73.0,4.294117647058823,7.847949144483105
35.0,0,10.3276767162761,6,79.0,4.388888888888889,7.875955462243667
36.0,0,13.14313724397006,7,86.0,4.526315789473684,7.5395888669524425
37.0,0,18.49650146154837,7,93.0,4.894736842105263,6.881449558649805
38.0,0,11.30933083261053,7,100.0,4.761904761904762,7.258097964451916
39.0,0,9.917330668975566,8,108.0,4.909090909090909,7.188008953642012
40.0,0,10.241092282617519,9,117.0,5.318181818181818,6.955165658828627
41.0,0,10.903847416525021,9,126.0,5.04,7.57846733845957
42.0,0,15.30300906971516,10,136.0,5.44,7.067384318720387
43.0,0,16.355228584217258,10,146.0,5.84,6.679302574680793
44.0,0,23.810373048861738,11,157.0,5.814814814814815,6.3892706775250865
45.0,1,23.913323090081484,11,168.0,6.222222222222222,5.705357911493402
46.0,0,22.729595301822094,10,104.0,3.7142857142857144,5.586426320497211
47.0,0,23.328825960936946,9,77.0,2.6551724137931036,5.5919896999366845
48.0,0,22.081284218585886,8,60.0,2.0689655172413794,5.6758798716911905
49.0,0,24.512158199434218,10,67.0,2.310344827586207,5.690121959802427
50.0,0,24.528021672641867,9,75.0,2.586206896551724,6.027739281258161
51.0,0,28.550041887094455,9,84.0,2.8,6.494420085234905
52.0,0,25.707179500725807,10,94.0,3.1333333333333333,6.74951088664877
53.0,0,23.334699858806047,10,104.0,3.3548387096774195,7.108939617982924
54.0,0,20.41365855864312,11,115.0,3.7096774193548385,7.193284699486857
55.0,0,14.041760755258606,12,127.0,3.8484848484848486,7.420962591083073
56.0,0,16.87607887902427,12,139.0,4.212121212121212,7.366189713747625
57.0,0,12.6344063144009,13,152.0,4.606060606060606,7.491669543716639
58.0,0,13.915122579753818,13,165.0,4.852941176470588,7.521608046912229
59.0,0,15.893580491063728,13,178.0,5.235294117647059,7.465796712377584
60.0,0,11.072109251305992,13,191.0,5.617647058823529,7.279632386406795
61.0,0,17.19815789820416,13,204.0,5.666666666666667,7.412097584234157
62.0,0,23.2728523188256,14,218.0,5.7368421052631575,7.3371610130376705
63.0,0,29.63792835612481,14,232.0,6.105263157894737,6.705749693123281
64.0,0,24.50354471660487,14,246.0,6.3076923076923075,6.4693702985506825
65.0,0,18.481999920749708,16,262.0,6.55,6.2895500247733
66.0,0,13.540273255392039,18,280.0,6.829268292682927,6.3441036047049
67.0,0,17.646789684819943,20,300.0,7.142857142857143,6.283442185014769
68.0,0,16.599279709122083,20,320.0,7.619047619047619,6.0931305201701536
69.0,0,18.361077806479685,20,340.0,7.906976744186046,6.102781841502753
70.0,0,18.5209942731284,21,361.0,8.204545454545455,5.883807349992794
71.0,1,22.953221071856696,22,383.0,8.906976744186046,5.407642503568658
72.0,2,24.120818473224986,22,405.0,9.878048780487806,4.608347003571489
73.0,0,22.263376320029458,23,428.0,10.439024390243903,4.232414758245489
74.0,0,15.700012961863266,25,453.0,10.785714285714286,4.278253393908221
75.0,0,20.201757228790715,26,479.0,11.13953488372093,4.002741952786857
76.0,1,17.539987591869235,26,505.0,12.023809523809524,3.5097757559404865
77.0,1,19.088153763871304,27,532.0,12.975609756097562,2.888005850968827
78.0,1,13.170232895240211,30,562.0,13.707317073170731,2.833477466777491
