sim_time,arrived_num,sys_tyre_pm,sys_stopped,sys_total_wait,sys_avg_wait,sys_avg_speed,agents_tyre_pm,agents_stopped,agents_total_wait,agents_avg_speed,agents_total_pressure
1.0,0,0.0,0,0.0,0.0,14.28172875,0.0,0,0.0,1.0,8
2.0,0,4.317786110169255,0,0.0,0.0,12.710059539802131,4.317786110169255,0,0.0,0.8936451433264659,12
3.0,0,5.371456503705124,0,0.0,0.0,12.581848851638993,5.371456503705124,0,0.0,0.8837921050519523,12
4.0,0,5.552658668460986,0,0.0,0.0,12.588551312876822,5.552658668460986,0,0.0,0.8862310222010429,12
5.0,0,8.769049467817506,0,0.0,0.0,12.867430399857765,8.769049467817506,0,0.0,0.9047632222034552,12
6.0,0,7.740175688005667,0,0.0,0.0,12.97520123580307,7.740175688005667,0,0.0,0.90872558286279,12
7.0,0,6.157371881647906,0,0.0,0.0,13.291872989356063,6.157371881647906,0,0.0,0.9334138634442456,12
8.0,0,3.544604965171075,0,0.0,0.0,13.141122511316235,3.544604965171075,0,0.0,0.9226205450973648,12
9.0,0,9.786603093259785,0,0.0,0.0,12.906636117814669,9.786603093259785,0,0.0,0.9093739891170792,12
10.0,0,15.52697172313188,0,0.0,0.0,11.660839270731833,15.35677186196395,0,0.0,0.8109233663347262,11
11.0,0,24.119706736501048,0,0.0,0.0,9.842040625848762,23.82728408742298,0,0.0,0.6788446831618135,10
12.0,0,30.982703630898698,0,0.0,0.0,8.124843265274636,30.955733941535087,0,0.0,0.5686454942321933,12
13.0,0,32.45245329876071,0,0.0,0.0,7.2944215354425745,28.596729314058223,0,0.0,0.5750327830714687,14
14.0,0,30.38111540264393,2,2.0,0.1111111111111111,6.233191865334858,25.17724360117166,2,2.0,0.44786305212580463,14
15.0,0,20.804563070731042,2,4.0,0.2222222222222222,5.884476046732128,16.32239603389966,2,4.0,0.3969221072730357,14
16.0,0,15.573979219866652,5,9.0,0.5,5.960906593123176,11.268657150285055,5,9.0,0.38382617271384695,13
17.0,0,10.060486219328412,7,16.0,0.8888888888888888,5.825453777930396,6.233527113561103,7,16.0,0.36178746731125916,12
18.0,0,8.727475009221164,8,24.0,1.3333333333333333,5.992380593864986,4.0702650137856144,8,24.0,0.35327873088190687,12
19.0,0,9.258310816288965,9,33.0,1.8333333333333333,6.353334963322883,4.576090615676759,9,33.0,0.36684516895446173,12
