1.0,0.0,15.0,-1.0,1.0,0.0,0.0
2.0,0.0,15.08948131949129,-1.0,0.0,1.3174692593980581,0.0
3.0,0.0,15.217273467876595,-1.0,0.0,1.8815349175361917,0.0
4.0,0.0,15.354719453850608,-1.0,0.0,2.0236722298897805,0.0
5.0,0.0,15.468735443609066,-1.0,0.0,1.678703023609705,0.0
6.0,0.0,15.624241388922465,-1.0,0.0,2.289576235227287,0.0
7.0,0.0,15.771652604425118,-1.0,0.0,2.1703942903317515,0.0
8.0,0.0,15.94031021568499,-1.0,0.0,2.4832134736236178,0.0
9.0,0.0,15.939832245999698,-1.0,0.0,0.007037338864428477,0.0
10.0,0.0,14.994713518456667,-2.0,1.0,0.8080389268929142,0.0
11.0,0.0,15.063804807050488,-2.0,0.0,1.8394133185967803,0.0
12.0,0.0,15.172775966238246,-2.0,0.0,2.7805988855194306,0.0
13.0,0.0,15.315185148132167,-2.0,0.0,1.8897414662642391,0.0
14.0,0.0,15.44004863445249,-2.0,0.0,2.1236392808612417,0.0
15.0,0.0,15.259881990696304,-3.0,1.0,1.9665062538348126,0.0
16.0,0.0,15.428216108024476,-3.0,0.0,4.812458664015866,0.0
17.0,0.0,15.523354851918373,-3.0,0.0,3.03266805875887,0.0
18.0,0.0,15.685563764874523,-3.0,0.0,3.4761889968300244,0.0
19.0,0.0,15.731572555184671,-3.0,0.0,2.262049509631469,0.0
20.0,0.0,15.751432862734578,-3.0,0.0,3.573235994321294,0.0
21.0,0.0,15.90299087471123,-3.0,0.0,3.5499881340190758,0.0
22.0,0.0,15.897719017670463,-3.0,0.0,1.6965694671149816,0.0
23.0,0.0,15.95936565578598,-3.0,0.0,1.595483413874172,0.0
24.0,0.0,15.87251089948342,-3.0,0.0,1.4471736847888703,0.0
25.0,0.0,15.932716755917113,-2.0,0.0,1.580188771686517,0.0
26.0,0.0,15.94912070414779,-2.0,0.0,0.4429880805779245,0.0
27.0,0.0,15.870218996169848,-2.0,0.0,1.3171928648836904,0.0
28.0,0.0,14.878304513468136,-3.0,1.0,0.8890075230272494,0.0
29.0,0.0,15.075026833119255,-3.0,0.0,3.7294447212712836,0.0
30.0,0.0,15.187845906461195,-3.0,0.0,4.539750498882495,0.0
31.0,0.0,15.354585608603816,-3.0,0.0,2.7145028902450585,0.0
32.0,0.0,15.482743564612495,-3.0,0.0,3.5165822512237366,0.0
33.0,0.0,15.593966430081187,-3.0,0.0,1.9597786354133877,0.0
34.0,0.0,15.7053945576187,-3.0,0.0,2.640154144284315,0.0
35.0,0.0,14.737411085318742,-4.0,1.0,3.048151466553101,0.0
36.0,0.0,14.764932850648677,-4.0,0.0,7.783096297587525,0.0
37.0,0.0,13.913626694686664,-5.0,1.0,7.416141414351953,0.0
38.0,0.0,14.038616119111165,-5.0,0.0,9.676728399778511,0.0
39.0,0.0,13.784539267756651,-4.0,1.0,4.349447458113708,1.0
40.0,0.0,13.867361198328323,-5.0,2.0,4.523641645786918,2.0
41.0,0.0,14.395201021434357,-5.0,1.0,8.083603834624942,3.0
42.0,0.0,14.566824352167265,-5.0,1.0,4.9613077946713995,4.0
